"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 21:49:55 ALMT 2024","Wed Jan 24 21:49:56 ALMT 2024","444","tests","test_product_factory","","","","test_create_product",""
